"","items","count","total","rnd","customer","age","city","paymentType"
"285","sausage,whole milk,yogurt,rolls/buns,brown bread,pot plants",6,1339,5,"Shimaa",55,"Port Said","Cash"
"286","whole milk,frozen meals,pastry,fruit/vegetable juice,waffles",5,2383,8,"Rania",37,"Dakahlia","Credit"
"287","canned beer",1,2370,13,"Sayed",37,"Cairo","Cash"
"288","citrus fruit,sugar,sauces",3,2299,13,"Sayed",37,"Cairo","Cash"
"289","liquor (appetizer)",1,622,15,"Sameh",35,"Hurghada","Cash"
"290","citrus fruit,other vegetables,rolls/buns,salty snack,shopping bags",5,269,12,"Eman",23,"Aswan","Cash"
"291","sausage",1,2035,11,"Hanan",22,"Fayoum","Credit"
"292","chicken,other vegetables,whole milk,vinegar,oil,bottled water,canned beer,napkins,newspapers",9,337,3,"Ahmed",30,"Giza","Credit"
"293","hamburger meat,root vegetables,other vegetables,whole milk,yogurt,whipped/sour cream,specialty cheese,flour,margarine",9,267,7,"Huda",39,"Gharbia","Cash"
"294","sausage,pork,other vegetables,dessert,yogurt,oil,soda",7,656,5,"Shimaa",55,"Port Said","Credit"
"295","beef,berries,root vegetables,whole milk,whipped/sour cream,abrasive cleaner",6,2474,2,"Mohamed",25,"Alexandria","Credit"
"296","citrus fruit,packaged fruit/vegetables,yogurt,bottled water",4,483,14,"Magdy",36,"Sohag","Credit"
"297","UHT-milk,coffee",2,2279,7,"Huda",39,"Gharbia","Cash"
"298","candy",1,1051,8,"Rania",37,"Dakahlia","Cash"
"299","newspapers",1,143,5,"Shimaa",55,"Port Said","Credit"
"300","beef,citrus fruit,other vegetables,yogurt",4,590,2,"Mohamed",25,"Alexandria","Credit"
"301","sausage,rolls/buns",2,1120,2,"Mohamed",25,"Alexandria","Credit"
"303","canned beer",1,1089,4,"Adel",50,"Alexandria","Credit"
"304","bottled beer",1,256,2,"Mohamed",25,"Alexandria","Cash"
"305","onions,soda,chewing gum,chocolate,newspapers",5,565,5,"Shimaa",55,"Port Said","Credit"
"306","tropical fruit,packaged fruit/vegetables,cream cheese ,white bread,candy",5,2247,8,"Rania",37,"Dakahlia","Cash"
"307","bottled water,white wine",2,660,5,"Shimaa",55,"Port Said","Cash"
"308","beef,white bread,pastry,pasta,soap",5,1149,12,"Eman",23,"Aswan","Cash"
"309","sausage,chicken,tropical fruit,root vegetables,whole milk,yogurt,candy,abrasive cleaner,cleaner",9,140,1,"Farida",22,"Cairo","Credit"
"310","hair spray",1,597,5,"Shimaa",55,"Port Said","Credit"
"311","chicken,whole milk,spices,long life bakery product,shopping bags",5,416,11,"Hanan",22,"Fayoum","Cash"
"312","pork,citrus fruit,brown bread,pastry,sugar,cat food",6,1112,1,"Farida",22,"Cairo","Credit"
"313","ice cream",1,163,14,"Magdy",36,"Sohag","Credit"
"314","meat,hard cheese,bottled beer",3,143,11,"Hanan",22,"Fayoum","Cash"
"315","other vegetables,yogurt,brown bread,instant coffee",4,591,11,"Hanan",22,"Fayoum","Credit"
"316","bottled water,cake bar",2,2470,7,"Huda",39,"Gharbia","Credit"
"317","tropical fruit,soda,salty snack",3,539,6,"Walaa",29,"Cairo","Credit"
"318","photo/film",1,2275,12,"Eman",23,"Aswan","Credit"
"319","sausage,citrus fruit,yogurt,coffee,soda,canned beer,dishes",7,427,5,"Shimaa",55,"Port Said","Cash"
"320","grapes,root vegetables",2,1798,1,"Farida",22,"Cairo","Credit"
"321","domestic eggs,brown bread,photo/film",3,398,13,"Sayed",37,"Cairo","Credit"
"322","rolls/buns,canned fish,canned beer",3,468,8,"Rania",37,"Dakahlia","Credit"
"323","tropical fruit,whole milk",2,1491,9,"Maged",60,"Hurghada","Cash"
"324","chicken",1,631,6,"Walaa",29,"Cairo","Cash"
"325","frankfurter,other vegetables,yogurt,brown bread,bottled water",5,1564,9,"Maged",60,"Hurghada","Cash"
"326","berries,root vegetables,other vegetables,curd,butter milk,cream cheese ,roll products ,margarine,misc. beverages,specialty chocolate,detergent",11,2180,5,"Shimaa",55,"Port Said","Cash"
"327","margarine,hygiene articles",2,1673,12,"Eman",23,"Aswan","Credit"
"328","tropical fruit,yogurt,rolls/buns,soda,shopping bags",5,526,13,"Sayed",37,"Cairo","Cash"
"329","ham,other vegetables,whipped/sour cream,hard cheese,rolls/buns,soda,misc. beverages,chocolate,candy",9,2268,13,"Sayed",37,"Cairo","Credit"
"330","hamburger meat,white bread,salty snack",3,923,11,"Hanan",22,"Fayoum","Cash"
"331","yogurt,mayonnaise,rolls/buns,soda,napkins",5,1912,15,"Sameh",35,"Hurghada","Cash"
"332","soda,specialty chocolate",2,847,4,"Adel",50,"Alexandria","Cash"
"333","yogurt",1,1761,11,"Hanan",22,"Fayoum","Cash"
"334","soda",1,539,10,"Samy",55,"Alexandria","Credit"
"335","bottled water",1,1098,1,"Farida",22,"Cairo","Credit"
"336","sausage,meat,hamburger meat,rubbing alcohol",4,1070,2,"Mohamed",25,"Alexandria","Cash"
"337","citrus fruit,pip fruit,beverages,hard cheese,pet care,soda,fruit/vegetable juice,waffles",8,1727,14,"Magdy",36,"Sohag","Cash"
"338","shopping bags",1,1134,8,"Rania",37,"Dakahlia","Cash"
"339","newspapers",1,1644,7,"Huda",39,"Gharbia","Credit"
"340","frankfurter,other vegetables,whole milk,curd,frozen potato products,zwieback,specialty bar,dish cleaner",8,1248,10,"Samy",55,"Alexandria","Cash"
"341","sausage,citrus fruit,whole milk,canned beer",4,824,13,"Sayed",37,"Cairo","Cash"
"342","frankfurter,rolls/buns",2,730,13,"Sayed",37,"Cairo","Cash"
"343","salt,salty snack,cookware",3,1143,3,"Ahmed",30,"Giza","Cash"
"344","oil",1,1398,5,"Shimaa",55,"Port Said","Credit"
"345","curd,beverages,cream cheese ,rolls/buns,pastry,soda,cake bar,chewing gum",8,397,9,"Maged",60,"Hurghada","Credit"
"346","other vegetables,butter,specialty chocolate",3,578,14,"Magdy",36,"Sohag","Credit"
"347","citrus fruit",1,1261,2,"Mohamed",25,"Alexandria","Cash"
"348","frankfurter,whole milk,butter milk",3,1520,5,"Shimaa",55,"Port Said","Cash"
"349","root vegetables,whole milk,butter,processed cheese,mayonnaise,salty snack",6,952,13,"Sayed",37,"Cairo","Cash"
"350","tropical fruit,whole milk,frozen meals,bottled beer",4,1157,13,"Sayed",37,"Cairo","Credit"
"351","beef,hamburger meat,pip fruit",3,2013,7,"Huda",39,"Gharbia","Credit"
"352","berries,whipped/sour cream,cereals,waffles,shopping bags",5,1482,14,"Magdy",36,"Sohag","Cash"
"353","canned beer",1,1544,3,"Ahmed",30,"Giza","Cash"
"354","whipped/sour cream,canned beer,red/blush wine",3,608,8,"Rania",37,"Dakahlia","Cash"
"355","root vegetables,domestic eggs,margarine,chocolate marshmallow,candy",5,1802,10,"Samy",55,"Alexandria","Credit"
"356","whole milk,soda",2,626,6,"Walaa",29,"Cairo","Cash"
"357","beef",1,1453,2,"Mohamed",25,"Alexandria","Cash"
"358","frozen vegetables",1,1547,12,"Eman",23,"Aswan","Cash"
"359","rolls/buns,bottled beer",2,107,1,"Farida",22,"Cairo","Credit"
"360","whole milk,hygiene articles",2,447,13,"Sayed",37,"Cairo","Cash"
"361","whole milk",1,2054,9,"Maged",60,"Hurghada","Cash"
"362","citrus fruit,whole milk,curd,soft cheese",4,1396,1,"Farida",22,"Cairo","Credit"
"363","pastry,fruit/vegetable juice",2,1806,14,"Magdy",36,"Sohag","Credit"
"364","frankfurter,sausage,pork,pip fruit,butter,processed cheese,white bread,brown bread",8,213,4,"Adel",50,"Alexandria","Cash"
"365","tropical fruit,root vegetables,whole milk,whipped/sour cream,domestic eggs",5,696,4,"Adel",50,"Alexandria","Cash"
"366","frankfurter,sausage,root vegetables,yogurt,whipped/sour cream,pastry,napkins",7,2202,5,"Shimaa",55,"Port Said","Cash"
"367","berries,root vegetables,other vegetables,packaged fruit/vegetables,whole milk,curd,curd cheese,cat food,specialty bar,detergent",10,2052,13,"Sayed",37,"Cairo","Cash"
"368","rolls/buns,brown bread,pastry,coffee,bottled beer",5,2129,4,"Adel",50,"Alexandria","Credit"
"369","root vegetables,packaged fruit/vegetables,curd,dessert,frozen vegetables,specialty fat,coffee",7,2245,13,"Sayed",37,"Cairo","Cash"
"370","yogurt",1,2080,5,"Shimaa",55,"Port Said","Cash"
"371","other vegetables,bottled water",2,939,14,"Magdy",36,"Sohag","Cash"
"372","berries,white bread",2,2133,15,"Sameh",35,"Hurghada","Credit"
"373","berries,coffee",2,1274,11,"Hanan",22,"Fayoum","Credit"
"374","other vegetables,butter milk,frozen meals,bottled water",4,830,15,"Sameh",35,"Hurghada","Credit"
"375","rolls/buns,newspapers",2,945,5,"Shimaa",55,"Port Said","Credit"
"376","ham,citrus fruit,whole milk,whipped/sour cream,rolls/buns,pastry,waffles,hygiene articles",8,1893,11,"Hanan",22,"Fayoum","Cash"
"377","whole milk,frozen dessert,salty snack,napkins",4,1793,2,"Mohamed",25,"Alexandria","Cash"
"378","tropical fruit,butter milk,rolls/buns,bottled water",4,699,10,"Samy",55,"Alexandria","Credit"
"379","bottled water",1,1973,4,"Adel",50,"Alexandria","Credit"
"380","butter milk,yogurt",2,509,2,"Mohamed",25,"Alexandria","Cash"
"381","newspapers",1,1711,8,"Rania",37,"Dakahlia","Cash"
"382","coffee",1,905,10,"Samy",55,"Alexandria","Cash"
"383","bottled beer,liquor",2,559,13,"Sayed",37,"Cairo","Cash"
"384","onions,butter,whipped/sour cream,hard cheese,frozen vegetables,pasta,specialty fat,syrup,candy,napkins,cling film/bags",11,400,11,"Hanan",22,"Fayoum","Credit"
"385","hamburger meat,hard cheese,frozen meals,pasta,dog food,salty snack,shopping bags",7,1985,11,"Hanan",22,"Fayoum","Credit"
"386","sausage,liver loaf,other vegetables,cream cheese ,pastry,soap,shopping bags",7,674,1,"Farida",22,"Cairo","Credit"
"387","hard cheese,pastry,napkins",3,1819,1,"Farida",22,"Cairo","Credit"
"388","sausage,tropical fruit,condensed milk,rolls/buns",4,2119,9,"Maged",60,"Hurghada","Credit"
"389","hamburger meat",1,1404,11,"Hanan",22,"Fayoum","Credit"
"390","onions,whole milk,beverages,frozen dessert",4,1007,3,"Ahmed",30,"Giza","Cash"
"391","coffee",1,480,5,"Shimaa",55,"Port Said","Credit"
"392","shopping bags",1,1660,9,"Maged",60,"Hurghada","Cash"
"393","yogurt,rolls/buns,pastry,bottled water,soda,shopping bags",6,621,10,"Samy",55,"Alexandria","Credit"
"394","soda",1,632,10,"Samy",55,"Alexandria","Cash"
"395","sliced cheese",1,2031,8,"Rania",37,"Dakahlia","Credit"
"396","sausage,whole milk,coffee",3,2048,8,"Rania",37,"Dakahlia","Credit"
"397","yogurt,chocolate",2,239,12,"Eman",23,"Aswan","Cash"
"398","domestic eggs,rolls/buns,dish cleaner,hygiene articles",4,279,8,"Rania",37,"Dakahlia","Cash"
"399","whole milk",1,157,8,"Rania",37,"Dakahlia","Cash"
"400","meat,other vegetables,whole milk,whipped/sour cream",4,1385,11,"Hanan",22,"Fayoum","Cash"
"401","dish cleaner,bathroom cleaner,hygiene articles,napkins",4,845,10,"Samy",55,"Alexandria","Cash"
"402","other vegetables,red/blush wine",2,1044,2,"Mohamed",25,"Alexandria","Credit"
"403","whole milk,butter milk,yogurt,sliced cheese,rolls/buns,sweet spreads,coffee,fruit/vegetable juice,long life bakery product,shopping bags",10,1516,15,"Sameh",35,"Hurghada","Credit"
"404","other vegetables,whole milk,rolls/buns,Instant food products",4,1601,8,"Rania",37,"Dakahlia","Cash"
"405","tropical fruit,other vegetables",2,1593,6,"Walaa",29,"Cairo","Cash"
"406","baking powder,bottled water,salty snack,chewing gum",4,1816,13,"Sayed",37,"Cairo","Cash"
"407","specialty bar",1,313,3,"Ahmed",30,"Giza","Cash"
"408","ice cream",1,1337,10,"Samy",55,"Alexandria","Credit"
"409","frankfurter,yogurt",2,1596,3,"Ahmed",30,"Giza","Cash"
"410","canned beer",1,276,5,"Shimaa",55,"Port Said","Cash"
"411","bottled water",1,2445,11,"Hanan",22,"Fayoum","Cash"
"412","other vegetables,whole milk,rolls/buns,margarine,bottled water,bottled beer",6,1148,3,"Ahmed",30,"Giza","Cash"
"413","citrus fruit,tropical fruit,onions,other vegetables,shopping bags",5,131,3,"Ahmed",30,"Giza","Credit"
"414","sausage,ham,hamburger meat,whole milk,soda,softener,newspapers",7,1050,10,"Samy",55,"Alexandria","Credit"
"415","domestic eggs,rolls/buns,specialty bar,napkins",4,1562,11,"Hanan",22,"Fayoum","Cash"
"416","pork,citrus fruit,tropical fruit,root vegetables,other vegetables,curd,hygiene articles",7,1498,7,"Huda",39,"Gharbia","Cash"
"417","specialty cheese,frozen vegetables,coffee,soda,fruit/vegetable juice,salty snack",6,723,14,"Magdy",36,"Sohag","Credit"
"418","pork,citrus fruit,pip fruit,yogurt,fruit/vegetable juice,sparkling wine",6,2486,7,"Huda",39,"Gharbia","Cash"
"419","beef,berries,whipped/sour cream,domestic eggs,rolls/buns",5,439,12,"Eman",23,"Aswan","Credit"
"420","other vegetables,pet care",2,1189,13,"Sayed",37,"Cairo","Cash"
"421","chicken,yogurt,sliced cheese,rolls/buns,chewing gum,dishes",6,2148,2,"Mohamed",25,"Alexandria","Cash"
"422","soda,chewing gum",2,2235,8,"Rania",37,"Dakahlia","Credit"
"423","whole milk",1,475,8,"Rania",37,"Dakahlia","Credit"
"424","rolls/buns",1,156,3,"Ahmed",30,"Giza","Cash"
"425","bottled beer",1,1183,14,"Magdy",36,"Sohag","Cash"
"426","root vegetables,pastry,bottled water,male cosmetics",4,1467,10,"Samy",55,"Alexandria","Cash"
"427","pastry",1,410,4,"Adel",50,"Alexandria","Cash"
"428","berries,pet care,cake bar,shopping bags",4,2005,5,"Shimaa",55,"Port Said","Credit"
"429","citrus fruit,tropical fruit,root vegetables,yogurt,canned vegetables,bottled water,soda,softener",8,2071,7,"Huda",39,"Gharbia","Credit"
"430","whole milk,oil,canned fruit,fruit/vegetable juice",4,1723,8,"Rania",37,"Dakahlia","Cash"
"431","soda,misc. beverages",2,1977,8,"Rania",37,"Dakahlia","Cash"
"432","bottled water,soda",2,615,9,"Maged",60,"Hurghada","Credit"
"433","tropical fruit,other vegetables,rolls/buns",3,2455,1,"Farida",22,"Cairo","Credit"
"434","salty snack",1,1376,15,"Sameh",35,"Hurghada","Cash"
"435","bottled water,canned beer",2,707,12,"Eman",23,"Aswan","Cash"
"436","chocolate",1,1011,14,"Magdy",36,"Sohag","Credit"
"437","citrus fruit,UHT-milk,cream cheese ,frozen vegetables",4,2074,15,"Sameh",35,"Hurghada","Credit"
"438","bottled water,canned beer,male cosmetics",3,415,8,"Rania",37,"Dakahlia","Credit"
"439","onions,other vegetables,pastry,bottled water,soda,napkins",6,2180,4,"Adel",50,"Alexandria","Cash"
"440","dessert,oil,cat food,soda",4,966,15,"Sameh",35,"Hurghada","Credit"
"441","beef,other vegetables,whole milk,frozen potato products,rolls/buns,oil,margarine,coffee,dental care,hygiene articles,newspapers",11,1525,13,"Sayed",37,"Cairo","Credit"
"442","rolls/buns,zwieback,bottled water,misc. beverages,bottled beer,canned beer,brandy",7,2236,9,"Maged",60,"Hurghada","Credit"
"443","beef,tropical fruit,root vegetables,onions,other vegetables,instant coffee,soda",7,244,9,"Maged",60,"Hurghada","Credit"
"444","soda",1,1126,1,"Farida",22,"Cairo","Cash"
"445","coffee,hygiene articles",2,244,10,"Samy",55,"Alexandria","Credit"
"446","rolls/buns,brown bread,bottled water",3,338,9,"Maged",60,"Hurghada","Cash"
"447","pork,beef,hamburger meat,other vegetables,whole milk,frozen vegetables,rolls/buns,margarine,shopping bags",9,2175,3,"Ahmed",30,"Giza","Cash"
"448","soda,canned beer,liquor (appetizer),hygiene articles,napkins,newspapers",6,1070,2,"Mohamed",25,"Alexandria","Cash"
"449","sausage,ham,other vegetables,ice cream,white bread",5,1481,14,"Magdy",36,"Sohag","Cash"
"450","beef,root vegetables,other vegetables,rolls/buns,sugar",5,1589,10,"Samy",55,"Alexandria","Credit"
"451","whole milk,butter,bottled water,bottled beer",4,1136,14,"Magdy",36,"Sohag","Credit"
"452","pork,ice cream,hygiene articles,house keeping products",4,1050,13,"Sayed",37,"Cairo","Cash"
"453","berries,packaged fruit/vegetables,whole milk,ice cream,fruit/vegetable juice,salty snack,specialty bar",7,708,7,"Huda",39,"Gharbia","Credit"
"454","sausage,other vegetables,curd,yogurt,whipped/sour cream,frozen vegetables,rolls/buns,roll products ",8,671,5,"Shimaa",55,"Port Said","Cash"
"455","bottled water,misc. beverages,cling film/bags",3,2095,6,"Walaa",29,"Cairo","Cash"
"456","tropical fruit,other vegetables,packaged fruit/vegetables,whole milk,hard cheese,frozen dessert,rice,bottled water",8,1050,1,"Farida",22,"Cairo","Credit"
"457","herbs,bottled water",2,2118,8,"Rania",37,"Dakahlia","Credit"
"458","yogurt,rolls/buns",2,1382,14,"Magdy",36,"Sohag","Credit"
"459","Instant food products",1,903,12,"Eman",23,"Aswan","Cash"
"460","specialty chocolate",1,1023,12,"Eman",23,"Aswan","Cash"
"461","coffee",1,526,15,"Sameh",35,"Hurghada","Cash"
"462","bottled beer,liquor",2,1297,14,"Magdy",36,"Sohag","Credit"
"463","beef,root vegetables",2,2404,4,"Adel",50,"Alexandria","Cash"
"464","whole milk,honey,waffles",3,2298,9,"Maged",60,"Hurghada","Cash"
"465","frankfurter,rolls/buns,pastry,snack products,specialty bar",5,1144,10,"Samy",55,"Alexandria","Cash"
"466","frankfurter,sausage,liver loaf,root vegetables,curd,frozen vegetables,rolls/buns,semi-finished bread,hygiene articles,photo/film",10,1578,3,"Ahmed",30,"Giza","Credit"
"467","other vegetables,whole milk,cream cheese ",3,2320,4,"Adel",50,"Alexandria","Credit"
"468","frankfurter,root vegetables,pickled vegetables,soda,seasonal products",5,2134,7,"Huda",39,"Gharbia","Cash"
"469","whole milk,rolls/buns,newspapers",3,1742,10,"Samy",55,"Alexandria","Cash"
"470","frankfurter,margarine,dental care",3,1316,5,"Shimaa",55,"Port Said","Credit"
"471","other vegetables,salty snack",2,2153,8,"Rania",37,"Dakahlia","Cash"
"472","bottled water,shopping bags",2,2336,5,"Shimaa",55,"Port Said","Cash"
"473","pork,onions,whole milk,butter,rolls/buns,pastry,rum,hygiene articles",8,1076,11,"Hanan",22,"Fayoum","Credit"
"474","bottled water",1,449,6,"Walaa",29,"Cairo","Credit"
"475","other vegetables,whipped/sour cream,specialty cheese,domestic eggs",4,1597,10,"Samy",55,"Alexandria","Credit"
"476","hamburger meat,whole milk,curd,pasta,canned beer",5,2487,11,"Hanan",22,"Fayoum","Credit"
"477","hamburger meat,citrus fruit,other vegetables",3,1124,3,"Ahmed",30,"Giza","Credit"
"478","shopping bags",1,2225,10,"Samy",55,"Alexandria","Credit"
"479","whole milk,cream cheese ,soda,fruit/vegetable juice",4,1472,3,"Ahmed",30,"Giza","Cash"
"480","ice cream",1,875,3,"Ahmed",30,"Giza","Credit"
"481","pastry,bottled water",2,1855,5,"Shimaa",55,"Port Said","Credit"
"483","frankfurter,soda",2,2259,7,"Huda",39,"Gharbia","Credit"
"484","sausage,turkey,beef,root vegetables,domestic eggs,rolls/buns,flour,rice,organic products,misc. beverages,napkins",11,471,2,"Mohamed",25,"Alexandria","Cash"
"485","bottled beer",1,1741,4,"Adel",50,"Alexandria","Cash"
"486","bottled water,bottled beer,napkins",3,1629,9,"Maged",60,"Hurghada","Credit"
"487","meat,other vegetables,hard cheese,frozen meals,bottled water,soda",6,237,15,"Sameh",35,"Hurghada","Cash"
"488","dessert,candy",2,2401,3,"Ahmed",30,"Giza","Credit"
"489","other vegetables,packaged fruit/vegetables,UHT-milk,bottled water",4,2092,12,"Eman",23,"Aswan","Credit"
"490","beverages,rolls/buns,soda",3,251,9,"Maged",60,"Hurghada","Cash"
"491","ham,mustard,canned fish",3,1265,12,"Eman",23,"Aswan","Cash"
"492","specialty bar",1,903,7,"Huda",39,"Gharbia","Cash"
"493","brown bread,soda,salty snack,shopping bags",4,630,13,"Sayed",37,"Cairo","Cash"
"494","whole milk,cream cheese ,coffee",3,1057,2,"Mohamed",25,"Alexandria","Credit"
"495","rolls/buns,pastry,red/blush wine",3,913,3,"Ahmed",30,"Giza","Credit"
"496","bottled beer,nut snack",2,1513,14,"Magdy",36,"Sohag","Credit"
"497","pet care,bottled beer",2,1580,5,"Shimaa",55,"Port Said","Credit"
"498","citrus fruit,other vegetables,soda",3,576,12,"Eman",23,"Aswan","Cash"
"499","pork,other vegetables,frozen vegetables,hygiene articles",4,2337,15,"Sameh",35,"Hurghada","Credit"
"500","other vegetables,shopping bags",2,1999,2,"Mohamed",25,"Alexandria","Credit"
"501","white wine,detergent",2,1318,11,"Hanan",22,"Fayoum","Credit"
"502","whole milk,dessert,bottled water",3,1535,4,"Adel",50,"Alexandria","Credit"
"503","pip fruit,white wine,shopping bags",3,318,7,"Huda",39,"Gharbia","Credit"
"504","sugar,soda,bottled beer",3,157,2,"Mohamed",25,"Alexandria","Cash"
"505","tropical fruit,pip fruit,rolls/buns,coffee,fruit/vegetable juice,candy",6,2426,2,"Mohamed",25,"Alexandria","Cash"
"506","root vegetables,cream cheese ,spread cheese,frozen dessert,white bread,bottled water,soda,misc. beverages,fruit/vegetable juice,bottled beer",10,812,4,"Adel",50,"Alexandria","Cash"
"507","soda,misc. beverages",2,373,1,"Farida",22,"Cairo","Cash"
"508","whole milk,curd",2,1360,9,"Maged",60,"Hurghada","Cash"
"509","tropical fruit,other vegetables,yogurt,bottled water,male cosmetics",5,1433,10,"Samy",55,"Alexandria","Credit"
